date,market,advancers,decliners,unchanged,ad_net,ad_line,new_high_52w,new_low_52w,above_ma20,above_ma60,above_ma120,above_ma200
2025-12-22,KOSPI,532,340,70,192,-3505,35,16,60.5739,61.6205,55.4487,
2025-12-23,KOSPI,216,653,73,-437,-3942,30,27,49.9469,58.4222,53.6325,
2025-12-24,KOSPI,377,479,86,-102,-4044,23,28,47.5027,57.1429,53.6325,
2025-12-26,KOSPI,243,639,60,-396,-4440,31,37,37.407,54.1578,50.3205,
2025-12-29,KOSPI,316,569,57,-253,-4693,33,34,28.7991,47.0149,45.406,
2025-12-30,KOSPI,327,544,71,-217,-4910,28,47,25.2922,43.2836,44.1239,
2026-01-02,KOSPI,372,519,51,-147,-5057,34,31,28.3741,40.0426,40.9188,
2026-01-05,KOSPI,435,446,61,-11,-5068,33,41,30.3932,40.2556,41.8803,
2026-01-06,KOSPI,395,477,70,-82,-5150,39,45,31.5622,39.9361,42.6894,
2026-01-07,KOSPI,198,680,64,-482,-5632,34,72,25.5048,37.0607,40.1281,
2026-01-08,KOSPI,173,726,43,-553,-6185,28,92,19.1286,30.5644,35.7524,
2026-01-09,KOSPI,537,336,69,201,-5984,31,46,22.5292,34.0788,38.4205,46.4171
2026-01-12,KOSPI,527,346,69,181,-5803,35,35,28.4803,36.1022,40.8751,48.984
2026-01-13,KOSPI,445,429,68,16,-5787,56,37,33.1562,38.2322,41.9424,48.877
2026-01-14,KOSPI,554,333,55,221,-5566,49,25,38.0042,41.5335,44.6105,50.1604
2026-01-15,KOSPI,483,385,74,98,-5468,57,32,42.0382,43.557,46.318,51.7647
2026-01-16,KOSPI,373,500,69,-127,-5595,57,36,40.4459,42.3855,45.8911,51.9786
2026-01-19,KOSPI,395,484,63,-89,-5684,77,48,43.0998,42.3855,45.1441,51.6578
2026-01-20,KOSPI,663,227,52,436,-5248,56,24,53.5032,49.6273,49.6265,55.2941
2026-01-21,KOSPI,183,709,50,-526,-5774,55,45,43.949,43.983,45.571,51.3369
2026-01-22,KOSPI,562,313,67,249,-5525,43,31,51.9108,48.3493,49.9466,53.0481
2026-01-23,KOSPI,676,210,56,466,-5059,56,19,65.4989,56.1235,54.7492,56.6845
2026-01-26,KOSPI,502,389,51,113,-4946,45,18,71.2314,58.147,55.4963,57.9679
2026-01-27,KOSPI,409,472,61,-63,-5009,62,21,69.6391,58.147,55.603,57.754
2026-01-28,KOSPI,429,439,74,-10,-5019,66,22,69.7452,58.6794,55.9701,57.4332
2026-01-29,KOSPI,576,286,80,290,-4729,75,24,73.9915,62.5133,59.3817,59.0374
2026-01-30,KOSPI,277,602,63,-325,-5054,72,30,67.3036,59.3184,56.7164,57.1123
2026-02-02,KOSPI,115,795,32,-680,-5734,19,57,46.8153,47.4973,49.8934,53.0481
2026-02-03,KOSPI,824,75,43,749,-4985,81,27,66.879,59.1054,57.0362,57.5401
2026-02-04,KOSPI,747,155,40,592,-4393,107,17,75.4777,67.7316,61.8337,61.6043
2026-02-05,KOSPI,307,575,60,-268,-4661,58,20,70.913,64.9627,60.5544,60.9626
2026-02-06,KOSPI,191,699,52,-508,-5169,49,23,60.2972,59.8509,55.9701,57.6471
2026-02-09,KOSPI,714,172,56,542,-4627,84,15,69.6391,66.2407,62.6866,62.246
2026-02-10,KOSPI,688,207,47,481,-4146,98,17,74.9469,72.524,66.3113,64.7059
2026-02-11,KOSPI,539,338,65,201,-3945,111,18,77.6008,74.0149,68.1237,65.6684
2026-02-12,KOSPI,616,271,55,345,-3600,141,18,80.4671,76.9968,71.4286,68.0214
2026-02-13,KOSPI,335,545,62,-210,-3810,111,23,75.1592,73.8019,70.4691,66.738
2026-02-19,KOSPI,664,232,46,432,-3378,163,24,79.724,77.7423,73.5608,69.9465
2026-02-20,KOSPI,543,340,59,203,-3175,155,28,81.2102,78.4878,75.3731,71.5508
2026-02-23,KOSPI,543,347,52,196,-2979,131,27,83.0149,81.6153,78.5714,73.5829
2026-02-24,KOSPI,405,465,72,-60,-3039,115,17,84.0764,82.3592,78.5714,73.1551
2026-02-25,KOSPI,445,434,63,11,-3028,116,17,84.5011,81.9341,78.8913,73.369
2026-02-26,KOSPI,239,658,45,-419,-3447,109,30,74.5223,78.3209,74.9467,70.3743
2026-02-27,KOSPI,263,625,54,-362,-3809,69,34,66.4544,75.3454,72.6013,68.3422
2026-03-03,KOSPI,73,840,29,-767,-4576,33,65,39.0658,61.1052,63.9659,62.8877
2026-03-04,KOSPI,12,908,22,-896,-5472,15,171,6.9002,24.3358,35.7143,40.0
2026-03-05,KOSPI,896,21,26,875,-4597,15,19,20.1699,44.2083,51.919,53.6898
2026-03-06,KOSPI,522,361,60,161,-4436,19,17,22.5053,47.3964,53.5181,54.1176
2026-03-09,KOSPI,72,847,24,-775,-5211,17,69,12.1019,34.1126,44.1365,45.8824
2026-03-10,KOSPI,752,146,45,606,-4605,14,30,16.7728,42.0829,49.2537,50.9091
2026-03-11,KOSPI,701,198,44,503,-4102,18,21,22.0807,48.2465,54.4776,54.7594
2026-03-12,KOSPI,568,321,54,247,-3855,31,20,25.9023,51.0096,56.1834,56.2567
2026-03-13,KOSPI,337,550,56,-213,-4068,34,23,23.7792,49.4155,55.8635,55.508
2026-03-16,KOSPI,248,644,51,-396,-4464,24,24,22.1868,44.7396,53.9446,53.4759
2026-03-17,KOSPI,629,256,58,373,-4091,29,25,24.6285,47.983,56.29,55.0802
2026-03-18,KOSPI,615,278,50,337,-3754,45,27,32.0594,53.5032,57.8891,56.0897
2026-03-19,KOSPI,204,677,62,-473,-4227,36,35,25.7962,47.0276,55.4371,54.0598
2026-03-20,KOSPI,740,158,45,582,-3645,61,19,44.1614,56.4756,61.5139,60.2564
2026-03-23,KOSPI,51,860,32,-809,-4454,18,46,22.8238,42.569,51.1727,52.0299
2026-03-24,KOSPI,703,191,49,512,-3942,20,19,32.0594,47.4522,55.9701,55.4487
2026-03-25,KOSPI,717,163,63,554,-3388,31,18,46.603,53.2909,59.4883,58.1197
2026-03-26,KOSPI,224,663,56,-439,-3827,24,19,43.2059,48.7261,56.6098,55.6624
2026-03-27,KOSPI,434,441,68,-7,-3834,20,21,47.3461,49.5754,56.1834,56.3034
2026-03-30,KOSPI,154,749,40,-595,-4429,18,38,31.9533,39.5966,49.6802,49.8932
2026-03-31,KOSPI,117,790,36,-673,-5102,15,50,23.1423,30.6794,44.1365,46.1538
2026-04-01,KOSPI,837,70,36,767,-4335,24,20,45.4931,44.6921,52.452,52.4573
2026-04-02,KOSPI,90,815,38,-725,-5060,23,46,22.9056,31.3163,45.4739,47.6496
2026-04-03,KOSPI,665,223,55,442,-4618,32,30,31.3892,37.3673,48.6688,50.4274
2026-04-06,KOSPI,351,515,77,-164,-4782,28,38,29.5864,35.2442,47.7103,50.3205
2026-04-07,KOSPI,286,578,79,-292,-5074,19,39,26.6172,32.8025,45.7934,49.4658
2026-04-08,KOSPI,783,105,55,678,-4396,45,21,50.2651,45.3291,54.1001,53.0983
2026-04-09,KOSPI,355,510,78,-155,-4551,39,24,46.3415,44.2675,54.2066,54.2735
2026-04-10,KOSPI,717,162,64,555,-3996,47,19,62.1421,51.38,58.4665,58.1197
2026-04-13,KOSPI,344,523,76,-179,-4175,45,21,58.4305,48.1953,58.7859,57.5855
2026-04-14,KOSPI,669,197,77,472,-3703,52,21,70.7317,53.6093,61.8743,60.3632
2026-04-15,KOSPI,570,274,99,296,-3407,65,19,76.5642,58.2803,63.4718,61.7521
2026-04-16,KOSPI,655,206,82,449,-2958,60,19,84.8356,65.1805,67.3056,65.3846
2026-04-17,KOSPI,464,388,91,76,-2882,57,20,86.5323,66.242,69.7551,66.1325
2026-04-20,KOSPI,320,534,89,-214,-3096,55,20,84.5175,64.4374,67.4121,65.2778
2026-04-21,KOSPI,455,408,80,47,-3049,68,21,81.9724,64.3312,68.0511,65.7051
2026-04-22,KOSPI,397,463,83,-66,-3115,82,22,80.3818,63.482,67.1991,66.3462
2026-04-23,KOSPI,356,505,82,-149,-3264,72,21,79.8515,62.6327,66.6667,64.4231
2026-04-24,KOSPI,621,234,88,387,-2877,86,20,83.245,66.242,69.2226,66.3462
2026-04-27,KOSPI,495,357,91,138,-2739,102,20,83.0329,67.1975,70.0745,66.6667
2026-04-28,KOSPI,432,416,95,16,-2723,88,23,81.2301,68.6837,70.2875,67.2009
2026-04-29,KOSPI,477,364,102,113,-2610,104,25,80.0636,69.3206,70.9265,68.8034
2026-04-30,KOSPI,194,666,83,-472,-3082,51,23,71.0498,63.3758,68.0511,66.453
2026-05-04,KOSPI,391,475,77,-84,-3166,89,31,66.8081,63.3758,67.0927,65.5983
2026-05-06,KOSPI,200,677,66,-477,-3643,76,46,50.4772,55.6263,61.1289,62.1131
2026-05-07,KOSPI,352,502,89,-150,-3793,54,45,47.2959,54.5648,60.4899,61.4728
2026-05-08,KOSPI,368,499,76,-131,-3924,53,45,46.1294,54.7771,61.6613,62.6467
2026-05-11,KOSPI,148,736,59,-588,-4512,53,68,32.8738,47.8769,56.9755,58.698
2026-05-12,KOSPI,145,732,66,-587,-5099,41,90,23.0117,39.0658,50.6922,55.0694
2026-05-13,KOSPI,280,600,63,-320,-5419,54,87,22.7996,36.6242,48.4558,53.1483
2026-05-14,KOSPI,646,221,76,425,-4994,48,35,29.6925,42.8875,54.2066,56.6702
2026-05-15,KOSPI,166,704,73,-538,-5532,26,54,23.0117,38.3227,49.0948,53.0416
2026-05-18,KOSPI,203,686,54,-483,-6015,21,89,18.982,32.4841,44.0895,50.1601
2026-05-19,KOSPI,177,707,59,-530,-6545,17,94,14.8462,26.9639,38.9776,46.7449
2026-05-20,KOSPI,90,811,42,-721,-7266,17,145,10.7105,22.5053,33.3333,41.8356
2026-05-21,KOSPI,668,220,55,448,-6818,29,88,15.0583,28.5563,37.8321,45.8911
2026-05-22,KOSPI,786,118,39,668,-6150,34,28,21.6331,35.5626,41.8704,49.8399
2026-05-26,KOSPI,234,654,55,-420,-6570,39,58,19.9364,32.9087,41.0202,47.492
2026-05-27,KOSPI,75,824,44,-749,-7319,31,151,13.3616,26.8577,34.4315,41.8356
2026-05-28,KOSPI,213,677,53,-464,-7783,25,146,12.0891,23.7792,31.881,38.9541
2026-05-29,KOSPI,205,686,52,-481,-8264,36,184,11.1347,20.276,28.7991,37.5267
2026-06-01,KOSPI,178,729,36,-551,-8815,34,250,10.1803,18.3457,25.5048,34.5416
2026-06-02,KOSPI,269,633,41,-364,-9179,25,203,10.9226,16.8611,23.8045,31.8763
2026-06-04,KOSPI,444,445,54,-1,-9180,22,145,10.8165,17.6034,24.5484,31.6631
2026-06-05,KOSPI,223,670,50,-447,-9627,16,181,8.6957,15.0583,22.1041,29.6375
2026-06-08,KOSPI,40,873,30,-833,-10460,15,346,4.666,9.1198,15.4091,23.5608
2026-06-09,KOSPI,772,130,41,642,-9818,18,73,7.8473,12.7253,18.8098,27.1855
2026-06-10,KOSPI,342,548,53,-206,-10024,17,89,8.0594,11.5589,18.8098,26.7591
2026-06-11,KOSPI,575,318,50,257,-9767,21,56,12.8314,12.3012,20.2976,28.3582
2026-06-12,KOSPI,754,144,45,610,-9157,20,24,20.9968,16.2248,23.8045,31.6631
2026-06-15,KOSPI,675,205,63,470,-8687,18,26,34.4645,20.0424,27.6008,35.9275
2026-06-16,KOSPI,517,360,66,157,-8530,23,24,42.948,21.6331,28.8747,36.7804
2026-06-17,KOSPI,349,525,69,-176,-8706,22,21,42.842,20.4666,27.6008,35.2878
2026-06-18,KOSPI,108,791,44,-683,-9389,18,48,27.8897,15.9067,22.7176,31.7697
2026-06-19,KOSPI,115,785,43,-670,-10059,19,112,16.2248,12.5133,18.896,27.5053
2026-06-22,KOSPI,148,739,56,-591,-10650,19,171,11.1347,10.4984,16.5605,25.0533
2026-06-23,KOSPI,45,857,41,-812,-11462,13,335,6.4687,7.3171,11.8896,18.8699
2026-06-24,KOSPI,514,367,62,147,-11315,13,160,9.3319,7.6352,12.6327,19.1898
2026-06-25,KOSPI,289,589,65,-300,-11615,14,237,10.9226,7.8473,12.4204,18.5501
2026-06-26,KOSPI,110,780,53,-670,-12285,13,360,8.3775,7.5292,11.465,16.7377
2026-06-29,KOSPI,819,88,36,731,-11554,12,35,19.7243,8.8017,13.5881,21.0021
2026-06-30,KOSPI,262,623,58,-361,-11915,14,45,18.1336,9.8621,13.8004,20.4691
2026-07-01,KOSPI,700,193,50,507,-11408,15,32,28.3139,11.7709,16.4544,23.2409
2026-07-02,KOSPI,280,616,47,-336,-11744,13,44,26.193,11.1347,14.6497,21.5352
2026-07-03,KOSPI,589,297,57,292,-11452,13,29,32.3436,10.7105,15.3928,22.7079
2026-07-06,KOSPI,464,412,67,52,-11400,16,30,38.4942,13.2556,16.9851,23.774
2026-07-07,KOSPI,358,512,73,-154,-11554,15,48,38.176,13.3616,16.7728,22.1748
2026-07-08,KOSPI,125,765,53,-640,-12194,15,94,28.632,11.4528,14.3312,20.1493
2026-07-09,KOSPI,237,652,54,-415,-12609,14,101,21.7391,9.9682,12.845,18.6567
2026-07-10,KOSPI,802,92,49,710,-11899,18,22,36.0551,12.3012,15.4989,21.855
2026-07-13,KOSPI,179,716,48,-537,-12436,17,70,29.0562,10.2863,13.3758,19.6162
2026-07-14,KOSPI,219,662,62,-443,-12879,15,108,26.087,9.7561,11.8896,17.5906
2026-07-15,KOSPI,711,169,63,542,-12337,18,42,36.2672,12.9374,14.9682,20.1493
2026-07-16,KOSPI,384,488,71,-104,-12441,22,55,41.2513,13.5737,14.0127,19.0832
2026-07-20,KOSPI,97,799,47,-702,-13143,17,164,28.526,10.2863,10.7219,16.4179
2026-07-21,KOSPI,485,382,76,103,-13040,15,109,26.9353,10.9226,10.4034,16.4179
2026-07-22,KOSPI,469,399,75,70,-12970,16,77,27.6776,10.6045,11.2527,17.484
2026-07-23,KOSPI,831,74,38,757,-12213,22,20,52.28,14.316,14.6497,21.4286
2026-07-24,KOSPI,1,3,1,-2,-12215,0,0,40.0,20.0,0.0,
